x:image,y:label,y'__0,y'__1,y'__2,y'__3,y'__4,y'__5,y'__6,y'__7,y'__8,y'__9
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1398.png,8,2.8342258e-06,1.7975803e-05,4.34131e-06,2.1224573e-06,2.8754234e-06,2.0985044e-06,2.0998075e-06,1.2966616e-05,1.0,1.3701673e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1399.png,0,0.99999976,2.3258126e-05,7.420392e-07,3.4613454e-06,1.1676973e-06,3.6508989e-06,9.601339e-06,1.01202e-06,5.635837e-07,5.4068364e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1400.png,6,3.9182393e-07,1.7307163e-06,1.808382e-05,4.886741e-06,3.1284413e-05,1.4412699e-06,0.99999976,9.2835955e-07,1.2286682e-07,4.75769e-09
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1401.png,7,8.3618806e-07,2.022771e-06,5.058801e-06,9.652251e-07,2.3416278e-07,1.1916397e-07,1.3046753e-07,1.0,3.2127678e-06,1.0036821e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1402.png,2,2.9019468e-06,2.9791734e-06,1.0,2.8027216e-06,2.4345337e-07,3.9711612e-08,1.4371536e-05,6.349236e-06,4.0086607e-07,5.1013825e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\1403.png,1,0.00014935968,1.0,7.56962e-08,7.944614e-08,2.7817043e-05,2.8761619e-05,1.20705145e-05,2.2260614e-05,1.8895812e-06,1.6954198e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1404.png,0,0.99999964,3.6741856e-06,1.0245948e-05,2.6516057e-06,2.5667791e-06,3.9377377e-07,1.6990865e-05,2.6562753e-07,6.4696665e-06,6.2008385e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1405.png,5,1.7947757e-07,1.5318947e-05,4.671126e-09,1.4712979e-06,2.6444666e-06,1.0,1.732323e-06,4.1238098e-07,7.6189062e-06,4.6933437e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1406.png,5,2.1719892e-07,1.0458229e-05,6.681502e-09,1.2894634e-06,2.3254606e-06,1.0,1.3939272e-06,4.7377742e-07,7.0110555e-06,3.598543e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1407.png,2,2.2708703e-06,2.840444e-06,1.0,2.1866904e-06,1.6131897e-07,4.7499846e-08,4.1421143e-05,4.777329e-06,7.264249e-07,5.225432e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1408.png,0,0.99999964,1.743622e-05,1.345962e-06,1.865728e-06,1.8532775e-06,1.8583744e-06,1.3533058e-05,4.4086477e-07,7.8818397e-07,8.312391e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1409.png,2,2.9279247e-06,2.847398e-06,1.0,3.096258e-06,2.2644984e-07,3.26804e-08,5.0920025e-05,8.276046e-06,2.6147845e-06,6.233212e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1410.png,2,1.5966887e-06,2.3153625e-05,1.0,1.531946e-05,2.9989621e-06,1.3590238e-07,5.7820955e-05,4.836123e-06,2.5125933e-06,1.9375989e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1411.png,0,0.99999964,8.333481e-06,5.740875e-07,7.1242544e-06,8.830027e-07,1.2700825e-06,3.2316326e-05,1.9699287e-06,2.7573622e-06,3.3913168e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1412.png,2,1.5086886e-06,4.13758e-06,1.0,3.104978e-06,1.2043603e-07,7.553914e-08,0.00010292961,3.5403552e-06,6.153793e-07,4.0227002e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1413.png,4,8.9633767e-07,2.4472388e-07,2.5885582e-08,7.879902e-08,0.9999994,4.200914e-06,6.549554e-07,8.948856e-07,4.468451e-06,3.1447616e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1414.png,9,1.2901239e-06,2.476885e-06,8.176016e-09,2.9029852e-07,1.3087933e-05,0.0016581133,1.2158375e-06,0.9986389,2.468965e-07,0.019047866
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1415.png,8,4.3911962e-07,1.2466371e-05,7.1785626e-06,2.9722717e-06,3.031409e-06,4.023831e-06,9.2843743e-07,1.6258238e-05,1.0,1.2158167e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1416.png,0,0.9999995,7.2666176e-06,3.186006e-06,1.625929e-06,3.0406482e-06,4.943104e-07,3.1616186e-05,1.8702141e-07,3.6308813e-06,1.3705502e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1417.png,9,3.9916188e-08,4.7976328e-06,1.7526228e-06,3.823296e-06,6.2098097e-06,1.3078723e-06,5.098469e-08,4.2103393e-06,2.1227145e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1418.png,9,8.324976e-07,2.16338e-06,2.541819e-05,4.3357184e-05,4.9065175e-06,1.7402826e-06,7.9000335e-09,1.6723644e-06,1.0507407e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1419.png,4,8.32762e-07,8.36343e-08,4.229908e-08,7.697424e-08,0.99999964,1.952335e-06,4.622202e-07,1.3390752e-06,3.999198e-06,3.5997808e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1420.png,6,2.2421334e-06,1.4192838e-06,2.316754e-05,7.805974e-06,1.4550858e-05,4.183419e-06,0.9999999,2.1995166e-07,8.534435e-07,3.320644e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1421.png,5,2.6968115e-07,9.909895e-06,8.066749e-09,1.5216805e-06,2.2809368e-06,1.0,1.205158e-06,4.4376185e-07,6.960238e-06,3.7306716e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1422.png,4,1.0199399e-06,6.6141375e-08,4.7771515e-08,6.287872e-08,0.99999964,1.5585476e-06,3.6848104e-07,1.5679503e-06,4.8753272e-06,4.501291e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1423.png,9,9.0435987e-07,1.0163366e-06,8.775831e-06,0.000107795786,1.9455251e-06,2.4227036e-06,2.3991813e-08,3.1516101e-06,1.0407698e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\1424.png,1,1.2232414e-06,1.0,2.4736127e-07,7.3074e-08,1.3299585e-07,9.534156e-06,2.409843e-06,1.5512414e-05,8.3299165e-07,6.9800274e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1425.png,8,1.859156e-08,4.5157185e-07,9.512051e-06,1.531959e-06,0.00015153212,0.00014877037,3.9644706e-06,3.556286e-05,0.9999969,1.01239785e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1426.png,3,4.304674e-07,7.877992e-07,1.6916273e-06,1.0,3.845423e-07,4.2604324e-06,8.9636586e-07,5.2034966e-07,7.9538074e-07,1.1738801e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1427.png,4,5.8999115e-07,1.2727168e-07,3.4887442e-08,1.08152605e-07,0.9999995,2.9587447e-06,6.7571307e-07,1.0201471e-06,2.8170873e-06,2.5763024e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1428.png,9,4.538623e-07,1.4388652e-06,3.3181675e-06,2.759034e-05,3.3896388e-06,2.944134e-06,5.6327252e-08,2.6513653e-06,1.0014666e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1429.png,9,0.00016411909,1.8376615e-05,1.555858e-05,6.983067e-05,0.007544738,5.025896e-07,9.7141495e-09,2.2240827e-06,1.4913736e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\1430.png,1,9.3879504e-07,1.0,2.6573372e-07,6.834644e-08,9.992527e-08,1.0442791e-05,2.3114096e-06,1.3758106e-05,7.8702044e-07,7.18823e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1431.png,2,3.7626041e-06,3.371784e-06,1.0,5.1179636e-06,1.5224948e-06,2.704504e-08,4.440658e-05,1.2048238e-05,1.247315e-05,5.9910155e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1432.png,2,2.4334272e-06,2.2896656e-06,1.0,2.2194613e-06,1.4589433e-07,4.305765e-08,6.499761e-05,5.6993736e-06,1.232913e-06,5.632376e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1433.png,8,3.8680247e-07,9.775744e-05,1.3885709e-06,5.8031815e-06,9.123016e-07,6.044605e-06,1.0738665e-06,3.750642e-05,0.9999995,7.07622e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\1434.png,1,7.389327e-07,1.0,2.3450224e-07,7.6685104e-08,7.5224115e-08,9.867392e-06,2.7266005e-06,1.5343907e-05,8.779169e-07,6.674466e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1435.png,9,1.7768297e-08,6.0286584e-06,6.7026025e-07,1.8121235e-06,7.4563545e-06,1.2401596e-06,1.04364666e-07,5.906165e-06,2.6583862e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1436.png,6,2.1164715e-05,4.379099e-06,2.1109905e-05,4.5067754e-06,7.0261685e-06,1.1366848e-05,1.0,1.6215652e-07,6.381452e-06,1.5747506e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1437.png,4,1.9390204e-07,4.9822916e-07,1.881039e-08,3.1940817e-07,0.9999995,1.1398482e-05,2.3642403e-06,4.3390028e-07,8.9082147e-07,9.153683e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1438.png,0,0.99999976,2.938481e-05,5.991684e-07,3.7355458e-06,9.799232e-07,4.8377838e-06,6.985874e-06,1.5133099e-06,3.6791891e-07,3.7416924e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1439.png,9,1.1477759e-07,2.2942163e-06,1.0846046e-06,7.9609335e-06,4.390909e-06,2.5791805e-06,1.1704562e-07,3.8112426e-06,1.335266e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1440.png,4,1.2552915e-06,6.978837e-08,5.355321e-08,6.729324e-08,0.9999995,1.4507174e-06,4.2479547e-07,1.470114e-06,5.848284e-06,4.1327872e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1441.png,8,9.929855e-06,5.5573596e-06,2.849372e-05,9.777976e-07,2.9215566e-06,2.2076608e-06,2.8268512e-06,1.823568e-05,1.0,5.6143403e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1442.png,3,4.91876e-07,7.9960716e-07,1.3464422e-06,1.0,1.6409504e-07,4.3487435e-06,1.1983218e-06,4.6414345e-07,5.6566165e-07,1.0598118e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1443.png,8,2.63207e-07,1.4875391e-05,5.436297e-06,2.2593392e-06,3.0007673e-06,3.8795465e-06,1.0809244e-06,1.8439041e-05,1.0,1.0413933e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1444.png,6,0.99632627,1.9601845e-07,6.806747e-05,1.5034663e-06,0.0029195286,7.357465e-09,0.67424357,1.903668e-07,1.2508063e-07,0.0022556195
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1445.png,0,0.99999976,2.041701e-05,8.230263e-07,3.5966768e-06,1.1000207e-06,2.6587638e-06,8.817205e-06,1.146445e-06,6.272611e-07,4.1993358e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1446.png,2,2.1742574e-06,2.785043e-06,1.0,2.397346e-06,1.3145706e-07,5.1964e-08,6.778415e-05,4.763608e-06,9.12433e-07,5.2477554e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1447.png,5,1.4366024e-07,7.967382e-06,7.83863e-09,1.6409206e-06,2.8181757e-06,1.0,1.6241112e-06,5.353309e-07,4.529107e-06,4.39641e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\1448.png,1,1.1995066e-05,1.0,2.2574002e-07,7.78109e-08,1.5085361e-06,7.00309e-06,2.103351e-06,2.2496304e-05,9.444308e-07,7.858669e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1449.png,9,4.4396077e-07,1.95958e-06,1.275768e-05,3.250762e-05,3.5363664e-06,1.98197e-06,1.493854e-08,1.9009266e-06,1.0816246e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1450.png,6,6.908393e-07,1.1766435e-06,3.321673e-05,5.5498285e-06,1.6340637e-05,6.578669e-07,0.9999999,3.6684082e-07,5.4078036e-08,1.3704531e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1451.png,2,2.438887e-06,2.7723179e-06,1.0,2.2407546e-06,1.7197013e-07,4.774464e-08,5.3367516e-05,4.9551445e-06,1.0499415e-06,5.621864e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1452.png,9,4.7232027e-07,2.5909696e-06,2.4403329e-05,3.2346416e-05,4.6087202e-06,1.4859644e-06,7.347928e-09,1.728707e-06,1.1987379e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1453.png,4,5.565229e-07,1.422518e-07,3.384679e-08,1.1371074e-07,0.9999995,3.2856078e-06,7.2247235e-07,9.66146e-07,2.6340713e-06,2.5225301e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1454.png,0,0.99999964,1.4293804e-05,1.6704739e-06,2.0525786e-06,1.8124401e-06,1.4998859e-06,1.2520488e-05,4.676633e-07,1.0323424e-06,7.414644e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1455.png,9,2.1693228e-07,3.6846773e-06,9.853662e-06,1.3762948e-05,6.605358e-06,1.3765094e-06,1.3601747e-08,2.3430089e-06,1.4713287e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1456.png,6,1.1278931e-06,1.4404276e-06,2.5115482e-05,5.266393e-06,1.9525865e-05,9.1352223e-07,0.9999999,3.5825036e-07,1.347201e-07,1.8177591e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1457.png,0,0.99999976,2.419106e-05,6.0828074e-07,4.0184354e-06,9.551716e-07,4.5371653e-06,9.91342e-06,1.3802597e-06,7.347258e-07,4.175487e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1458.png,6,0.0005645827,4.1646075e-05,0.00015501902,3.7243017e-06,6.653883e-06,2.5465872e-05,0.9999994,1.6493154e-08,2.1024968e-08,0.0022698208
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1459.png,2,2.3516948e-06,4.440507e-06,1.0,3.3744698e-06,3.7770965e-07,5.084611e-08,1.0696886e-05,6.028917e-06,3.374485e-07,4.185145e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1460.png,5,2.1241532e-07,1.0685325e-05,6.476662e-09,1.3194076e-06,2.350235e-06,1.0,1.4681385e-06,4.7253295e-07,7.362861e-06,3.5811345e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1461.png,4,6.2249376e-07,1.18512425e-07,3.721854e-08,1.03738714e-07,0.99999964,2.7323974e-06,6.169948e-07,1.0652649e-06,2.9748182e-06,2.7244398e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1462.png,2,0.0015406332,1.9022267e-06,0.9999999,0.00012795597,0.005717861,7.9500323e-10,4.0963286e-08,5.3679993e-05,6.479259e-07,4.184931e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1463.png,3,5.051112e-06,1.48459405e-08,0.00011336468,0.9999995,1.7190349e-08,2.916315e-06,3.5519193e-08,1.903841e-05,1.0409474e-06,0.0002110323
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1464.png,8,9.0276745e-07,8.461533e-06,9.148604e-06,8.9264995e-06,2.9690646e-06,3.4046584e-06,5.6146894e-07,1.5474103e-05,0.9999999,1.490118e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1465.png,4,1.4781864e-06,9.221888e-07,9.016982e-08,6.0585556e-08,0.99999833,1.6043357e-06,2.9254768e-06,3.997188e-06,5.0075914e-07,7.5760777e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1466.png,5,1.9141505e-07,5.9880335e-06,1.1760805e-08,1.9642594e-06,2.1670824e-06,1.0,1.5468585e-06,4.2040463e-07,3.630293e-06,5.399303e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1467.png,5,4.5659687e-07,1.2093247e-05,2.1153879e-09,4.718179e-06,4.391721e-06,1.0,7.7835375e-07,3.715266e-06,2.5679592e-06,3.219774e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1468.png,0,0.9999994,1.0391935e-05,2.367408e-06,1.2763893e-06,3.9254496e-06,4.0039572e-07,4.3343956e-05,1.3727806e-07,2.7369929e-06,2.5396845e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1469.png,3,1.2137234e-05,3.6677297e-06,1.5281912e-06,1.0,4.3139202e-08,1.119436e-05,1.1026203e-05,2.1328115e-06,2.4311697e-07,7.55815e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1470.png,8,4.5815366e-07,4.2053434e-06,2.589189e-05,1.5006763e-05,1.7262852e-06,2.0418722e-05,2.860086e-07,2.2232929e-05,0.99999976,4.2382916e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1471.png,5,1.5531154e-07,1.7091414e-05,3.7984895e-09,1.7234148e-06,2.9822916e-06,1.0,1.9879765e-06,3.327045e-07,8.052615e-06,5.1012403e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1472.png,3,4.2818561e-07,9.058523e-07,4.7397994e-06,1.0,2.3526031e-06,3.5489918e-06,9.106136e-07,8.622561e-07,2.912307e-06,1.4091688e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1473.png,5,2.1754366e-07,1.04728e-05,6.704212e-09,1.3336702e-06,2.3266186e-06,1.0,1.4019608e-06,4.752994e-07,6.998304e-06,3.6525807e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1474.png,8,4.2357743e-07,1.5742367e-05,5.1646703e-06,2.0408183e-06,2.9557891e-06,3.4178988e-06,1.2957688e-06,1.7388147e-05,1.0,1.8506299e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1475.png,6,1.4877525e-06,1.2023776e-06,3.152626e-05,5.5219903e-06,1.5417068e-05,6.548867e-07,0.9999999,2.9654998e-07,9.0960626e-08,3.3241104e-08
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1476.png,5,4.739167e-06,1.6553685e-06,5.7564506e-07,4.387448e-05,2.9254076e-07,1.0,1.1466943e-06,1.7433802e-08,6.7118583e-07,4.5487443e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1477.png,7,2.5641e-06,2.6607374e-06,4.8155466e-06,1.0257125e-06,7.587514e-07,9.684388e-08,1.2280228e-07,1.0,3.5517346e-06,1.004978e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1478.png,6,6.525199e-06,1.6464979e-06,2.7263659e-05,4.77106e-06,1.1798587e-05,7.371084e-07,1.0,2.0419174e-07,2.706223e-07,1.6745412e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1479.png,3,3.7856643e-07,6.6173294e-07,1.6446555e-06,1.0,2.5513012e-07,4.054729e-06,1.0856684e-06,5.152801e-07,5.39631e-07,1.2241436e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1480.png,3,3.286807e-07,5.686375e-07,1.5246598e-06,1.0,2.1378976e-07,3.920601e-06,9.994382e-07,5.0189124e-07,3.5553296e-07,1.2676329e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1481.png,9,5.1800225e-07,7.95383e-07,1.1197361e-06,3.1723466e-05,2.2736308e-06,5.056997e-06,2.0149415e-07,3.0618376e-06,8.055688e-07,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1482.png,6,0.00013530398,2.8988043e-06,2.060561e-05,2.4726369e-06,8.423434e-06,1.2323453e-06,1.0,9.445481e-08,1.549488e-06,1.8326034e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\1483.png,1,4.6792786e-07,1.0,2.7400037e-07,6.729324e-08,4.7459817e-08,1.2074233e-05,2.4524002e-06,1.2195339e-05,7.724122e-07,6.8081465e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\1\1484.png,1,5.7340844e-07,1.0,2.5685958e-07,7.098993e-08,5.9579516e-08,1.0607299e-05,2.5169365e-06,1.3599676e-05,7.852594e-07,6.7213324e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1485.png,2,2.4400083e-06,2.94701e-06,1.0,2.179015e-06,1.7861083e-07,4.3870063e-08,2.5414436e-05,5.064541e-06,5.3398077e-07,5.1049545e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1486.png,9,5.8967777e-07,1.7935671e-06,1.8767705e-05,4.5934863e-05,3.3207664e-06,1.843452e-06,1.1019568e-08,1.8913552e-06,1.0992204e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1487.png,0,0.99999976,5.2033087e-05,7.7340655e-07,2.5894874e-06,1.4971464e-06,5.8006415e-05,1.16575175e-05,1.2944275e-06,3.0409507e-07,5.5731175e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1488.png,4,9.563985e-07,7.1593675e-08,4.5755936e-08,6.70144e-08,0.99999964,1.666399e-06,3.9723622e-07,1.5251513e-06,4.6021405e-06,4.0897074e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1489.png,3,4.4059158e-07,8.3478255e-07,2.0298903e-06,1.0,8.2986907e-07,4.030971e-06,6.586875e-07,5.695477e-07,9.574242e-07,1.1986912e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1490.png,3,5.3648245e-07,1.6286355e-06,8.881156e-06,1.0,1.7080447e-05,4.4830913e-06,7.6251257e-07,1.4733871e-06,2.8024411e-05,1.2360692e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\6\1491.png,6,3.2866407e-07,4.2584948e-06,1.325986e-05,3.1635589e-06,0.0001509593,1.914652e-06,0.9999994,1.9876218e-06,2.297515e-07,2.7631675e-09
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1492.png,9,4.4417843e-07,1.328577e-06,4.671588e-06,3.255838e-05,2.8186755e-06,2.8592322e-06,4.4474046e-08,2.397099e-06,1.0317176e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1493.png,5,2.2502856e-07,1.0300961e-05,6.9148625e-09,1.3386015e-06,2.322092e-06,1.0,1.3607543e-06,4.6832656e-07,6.9612274e-06,3.6145225e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1494.png,7,0.00027420017,1.6776583e-07,9.946507e-07,1.1553504e-05,0.00036333784,1.3916092e-09,2.3686841e-06,0.99812907,0.002091809,0.8095029
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1495.png,3,3.8841193e-07,6.1896793e-07,1.4898695e-06,1.0,1.5718922e-07,4.31808e-06,1.3681987e-06,4.814275e-07,4.6491027e-07,1.189058e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1496.png,7,1.4611658e-06,3.3196565e-07,4.1488227e-05,2.3496502e-06,1.6901547e-08,3.708412e-08,8.8374577e-07,0.9999993,5.36528e-07,0.00012775528
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1497.png,7,5.2830916e-07,1.6858169e-06,5.750613e-06,9.685206e-07,1.3891348e-07,1.2562492e-07,1.5071784e-07,1.0,3.5080968e-06,9.426442e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1498.png,7,5.0765146e-07,1.7203032e-06,5.5552036e-06,9.2464137e-07,1.3682688e-07,1.2803547e-07,1.4546377e-07,1.0,3.3926208e-06,9.2820255e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1499.png,8,6.070336e-07,1.4554134e-05,5.8737496e-06,2.2863226e-06,2.855349e-06,3.5349096e-06,1.2278417e-06,1.6399883e-05,1.0,2.1792393e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1500.png,7,5.9276755e-07,0.06909922,7.520621e-06,0.0154351145,4.8396434e-08,8.476761e-09,4.8351483e-09,0.99636215,1.00836005e-05,7.1957885e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1501.png,9,1.2691254e-05,3.7585908e-06,2.0428888e-05,6.192028e-05,7.3618925e-05,1.3087407e-06,9.718913e-09,2.2556449e-06,1.0187995e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\8\1502.png,8,1.0139637e-06,1.1377478e-05,8.228825e-06,3.6295417e-06,2.8573377e-06,3.928296e-06,9.801671e-07,1.3299019e-05,1.0,2.1726592e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\3\1503.png,3,4.0307413e-07,8.3183886e-07,1.8464923e-06,1.0,6.460446e-07,3.916393e-06,6.5399365e-07,5.67086e-07,8.4754686e-07,1.2383488e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\0\1504.png,0,0.99999964,1.1055252e-05,2.2596173e-06,2.3995783e-06,1.8376962e-06,1.3357832e-06,1.5144912e-05,4.1581632e-07,1.4256923e-06,1.0036304e-05
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1505.png,7,4.9901996e-07,3.887157e-06,2.160906e-05,1.9861022e-06,1.2167743e-07,1.105899e-07,2.7660408e-07,1.0,7.451236e-06,8.1114085e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\2\1506.png,2,2.943457e-06,2.884206e-06,1.0,2.4068459e-06,3.7380292e-07,3.6499088e-08,2.7738317e-05,5.854428e-06,1.2840064e-06,6.181096e-07
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\7\1507.png,7,4.9460186e-07,1.8986237e-06,7.32843e-06,1.146878e-06,1.3249164e-07,1.2580703e-07,1.8093455e-07,1.0,4.190538e-06,9.413327e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\9\1508.png,9,2.3171665e-08,4.467565e-06,6.24273e-07,2.6470022e-06,5.9820222e-06,1.360958e-06,1.3540662e-07,6.2870545e-06,2.7411147e-06,1.0
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1509.png,4,1.4851087e-06,3.2003168e-08,5.33799e-10,1.5694923e-05,0.9997552,1.678199e-07,0.00044625555,0.00015271532,0.043109372,9.574082e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\5\1510.png,5,2.0550021e-07,1.958803e-05,5.381809e-09,1.2949547e-06,2.0708403e-06,1.0,1.8597024e-06,6.8084586e-07,6.1763803e-06,9.213738e-06
C:\app\neural_network_console_140\samples\sample_dataset\mnist\validation\4\1511.png,4,6.535079e-07,1.1046615e-07,3.6516848e-08,9.8432764e-08,0.9999995,2.556231e-06,6.0685363e-07,1.1363632e-06,3.2197856e-06,2.8273469e-05
